,Product_name,Sale_Price,Actual_Price,Rating,No_of_Rating,Offer,Specifications
168,"APPLE iPhone 6s Plus (Silver, 128 GB)","₹70,000",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,128 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
169,"APPLE iPhone 11 Pro Max (Midnight Green, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
170,"Apple iPhone 11 (Green, 128 GB) (Includes EarPods, Power Adapter)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
171,"APPLE iPhone 11 Pro Max (Silver, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
172,"APPLE iPhone XR (White, 64 GB)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
173,"Apple iPhone XR (Coral, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
174,"Apple iPhone 11 (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
175,"APPLE iPhone 13 Pro Max (Graphite, 512 GB)","₹1,59,900",Same Price,4.7,652 Ratings & 69 Reviews,No offer,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
176,"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
177,"APPLE iPhone 6 (Silver, 16 GB)","₹36,990",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
178,"Apple iPhone XR (Coral, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
179,"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
180,"APPLE iPhone 7 (Jet Black, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
181,"APPLE iPhone 6s Plus (Gold, 64 GB)","₹59,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
182,"APPLE iPhone 7 (Black, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
183,"APPLE iPhone 6 Plus (Space Grey, 64 GB)","₹48,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
184,"APPLE iPhone 6s Plus (Gold, 16 GB)","₹49,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
185,"APPLE iPhone 11 (Black, 256 GB)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
186,"APPLE iPhone 6 (Space Grey, 32 GB)","₹30,780",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processorBrand Warranty of 1 Year
187,"APPLE iPhone 6 Plus (Silver, 64 GB)","₹48,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
188,"APPLE iPhone XS Max (Silver, 512 GB)","₹1,44,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
189,"APPLE iPhone 11 Pro (Space Grey, 512 GB)","₹1,40,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
190,"Apple iPhone XR (Black, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
191,"APPLE iPhone XS (Gold, 256 GB)","₹1,03,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
192,"APPLE iPhone 6s (Gold, 128 GB)","₹55,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
193,"APPLE iPhone 5s (Silver, 16 GB)","₹25,000",Same Price,4.4,"62,725 Ratings & 7,383 Reviews",No offer,16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty
194,"APPLE iPhone 8 (PRODUCT)RED (Red, 64 GB)","₹38,999","₹39,900",4.7,113 Ratings & 10 Reviews,2% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
195,"APPLE iPhone 11 (Purple, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
196,"APPLE iPhone 11 Pro (Silver, 256 GB)","₹1,21,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
197,"APPLE iPhone XS (Space Grey, 256 GB)","₹1,03,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
198,"APPLE iPhone 11 Pro Max (Gold, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
199,"APPLE iPhone 6 (Silver, 128 GB)","₹71,500",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
200,"APPLE iPhone 6 (Grey, 128 GB)","₹71,500",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
201,"Apple iPhone 11 (White, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
202,"APPLE IPhone 4 (Black, 8 GB)","₹22,900",Same Price,4.1,"1,092 Ratings & 185 Reviews",No offer,8 GB ROM8.89 cm (3.5 inch) NA Display5MP Rear Camera | 0.3MP Front Camera1 Year Manufacturer Warranty
203,"APPLE iPhone XS Max (Space Grey, 64 GB)","₹1,09,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
204,"APPLE iPhone XS (Silver, 64 GB)","₹89,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
205,"APPLE iPhone X (Space Gray, 256 GB)","₹1,06,900",Same Price,4.6,"10,987 Ratings & 876 Reviews",No offer,"256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
206,"APPLE iPhone 7 Plus (Black, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
207,"APPLE iPhone 6s (Rose Gold, 64 GB)","₹72,000",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
208,"APPLE iPhone 13 Pro (Silver, 512 GB)","₹1,49,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
209,"APPLE iPhone 7 Plus (Gold, 32 GB)","₹36,999","₹37,900",4.5,"29,800 Ratings & 3,000 Reviews",2% off,32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
210,"APPLE iPhone 7 Plus (Gold, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
211,"APPLE iPhone 8 Plus (Gold, 256 GB)","₹84,900",Same Price,4.6,"3,443 Ratings & 355 Reviews",No offer,"256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
212,"APPLE iPhone 5s (Gold, 16 GB)","₹14,999",Same Price,4.4,"62,725 Ratings & 7,383 Reviews",No offer,16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year for Mobile & Accessories
213,"Apple iPhone XR (Blue, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
214,"APPLE iPhone 7 (Silver, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
215,"APPLE iPhone XS Max (Silver, 64 GB)","₹1,09,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
216,"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","₹27,999","₹39,900",4.5,"1,41,146 Ratings & 11,244 Reviews",29% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
217,"Apple iPhone 11 (Purple, 64 GB) (Includes EarPods, Power Adapter)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
218,"Apple iPhone 11 (Green, 128 GB) (Includes EarPods, Power Adapter)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
219,"APPLE iPhone 11 Pro Max (Silver, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
220,"APPLE iPhone XR (White, 64 GB)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
221,"Apple iPhone XR (Coral, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
222,"Apple iPhone 11 (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
223,"APPLE iPhone 13 Pro (Gold, 128 GB)","₹1,19,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
224,"APPLE iPhone 6s Plus (Space Grey, 64 GB)","₹59,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
225,"Apple iPhone XR (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
226,"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
227,"APPLE iPhone 6 (Silver, 16 GB)","₹36,990",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
228,"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)","₹42,999","₹54,900",4.5,"1,41,146 Ratings & 11,244 Reviews",21% off,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
229,"Apple iPhone XR (Coral, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
230,"Apple iPhone 11 (Black, 64 GB) (Includes EarPods, Power Adapter)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
231,"APPLE iPhone XR (Coral, 128 GB)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,"128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
232,"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
233,"APPLE iPhone 6 Plus (Space Grey, 16 GB)","₹39,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
234,"APPLE iPhone 6s Plus (Silver, 64 GB)","₹59,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
235,"APPLE iPhone 7 (Jet Black, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
236,"APPLE iPhone 7 (Black, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
237,"APPLE iPhone 6s Plus (Gold, 64 GB)","₹59,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
238,"APPLE iPhone 6 Plus (Space Grey, 64 GB)","₹48,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
239,"APPLE iPhone 6s Plus (Gold, 16 GB)","₹49,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
240,"APPLE iPhone 11 Pro (Gold, 512 GB)","₹1,40,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
241,"APPLE iPhone 6 Plus (Silver, 64 GB)","₹48,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
242,"APPLE iPhone XS Max (Space Grey, 512 GB)","₹1,44,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
243,"APPLE iPhone XS Max (Silver, 512 GB)","₹1,44,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
244,"APPLE iPhone 11 Pro (Space Grey, 512 GB)","₹1,40,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
245,"APPLE iPhone 6s (Gold, 16 GB)","₹41,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
246,"Apple iPhone XR (Black, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
247,"APPLE iPhone XS (Gold, 256 GB)","₹1,03,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
248,"APPLE iPhone 6s (Gold, 128 GB)","₹55,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
249,"APPLE iPhone 5s (Silver, 16 GB)","₹25,000",Same Price,4.4,"62,725 Ratings & 7,383 Reviews",No offer,16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty
250,"APPLE iPhone 5s (Space Grey, 16 GB)","₹25,000",Same Price,4.4,"62,725 Ratings & 7,383 Reviews",No offer,16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty
251,"APPLE iPhone 11 Pro (Gold, 64 GB)","₹79,999","₹1,06,600",4.6,"8,569 Ratings & 625 Reviews",24% off,64 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
252,"APPLE iPhone 7 Plus (Rose Gold, 256 GB)","₹85,400",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
253,"APPLE iPhone 8 (PRODUCT)RED (Red, 64 GB)","₹38,999","₹39,900",4.7,113 Ratings & 10 Reviews,2% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
254,"APPLE iPhone 11 (Purple, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
